,code,ter,tc,tic
2310,LBPB1,1.38,0.48,
2311,PAEFB1,3.91,1.42,
2312,PAEFA1,4.49,1.42,
2313,AGTBC,,,
2314,AGTBA,,,
2315,OSGFB2,1.41,,
2316,OSGFB1,1.69,,
2317,OSCFB2,1.30,,
2318,OSCFB1,1.58,,
2319,LBPB3,0.42,0.48,
2320,LBPA2,1.52,0.48,
2321,LBPA1,1.69,0.48,
2322,PAEFB3,2.77,1.42,
2323,AWWFM,1.30,0.09,
2324,ANAMM,0.94,0.17,
2325,SRFB2,0.64,0.25,
2326,STRB1,0.64,0.25,
2327,SRIA3,0.77,0.25,
2328,SRIA2,0.88,0.25,
2329,SARIF,0.69,0.25,
2330,STPIC,0.03,0.05,
2331,SPTB2,0.29,0.05,
2332,STPB1,0.29,0.05,
2333,MCPFB1,0.69,0.13,
2334,MCPFA,0.71,0.13,
2335,APAE1,1.92,0.31,
2336,APMGA1,1.54,0.12,
2337,APMA1,1.44,0.10,
2338,ANABM,1.10,0.22,
2339,CBEF1,0.15,0.57,
2340,CBIF2,0.67,0.00,
2341,CBIF1,0.63,0.00,
2342,STRIC,0.25,0.25,
2343,SLEA2,0.61,0.10,
2344,SLEA1,0.76,0.10,
2345,MDSFA,1.85,0.06,
2346,STDB1,0.38,0.30,
2347,SDIA2,0.44,0.30,
2348,SADIF,0.54,0.30,
2349,STAB1,0.41,0.22,
2350,SAIA3,0.36,0.22,
2351,SAIA2,0.48,0.22,
2352,SAAIF,0.54,0.22,
2353,SEWA2,0.50,0.42,
2354,SAEWT,0.52,0.42,
2355,STDIC,0.10,0.30,
2356,SDXB2,0.38,0.30,
2357,SDIA3,0.41,0.30,
2358,STBB1,0.30,0.04,
2359,SBIA2,0.37,0.04,
2360,SABIF,0.52,0.04,
2361,STAIC,0.13,0.22,
2362,SLIB2,0.41,0.22,
2363,SPIA3,0.24,0.05,
2364,SPIA2,0.35,0.05,
2365,SAPIF,0.52,0.05,
2366,STEWC,0.16,0.42,
2367,SETB2,0.44,0.42,
2368,STWB1,0.44,0.42,
2369,SEWA3,0.45,0.42,
2370,STBIC,0.05,0.04,
2371,SBDB2,0.30,0.04,
2372,SBIA3,0.27,0.04,
2373,PWBF,1.16,0.15,
2374,TRGEC,0.88,0.69,
2375,TRFCB,0.89,0.53,
2376,TRFCA,1.46,0.53,
2377,NPPCB,2.01,0.09,
2378,NPPIB,2.18,0.06,
2379,NPPBB,2.11,0.07,
2380,OCBHFD,1.59,0.03,
2381,OCINFA,0.66,0.00,
2382,OCBSFD,1.48,0.02,
2383,TRGEB,0.88,0.69,
2384,TRGEA,1.46,0.69,
2385,TRFCC,0.89,0.53,
2386,SAVZ,0.03,0.24,
2387,DTR40B,1.23,0.29,
2388,DTR15B,1.32,0.16,
2389,IDICC,2.43,0.02,
2390,DTR10B,1.62,0.15,
2391,RCFBE,1.58,0.30,
2392,RECBFA,1.37,0.58,
2393,27SA1,1.67,0.09,
2394,FASFF,0.65,0.34,
2395,FASFS,2.22,0.34,
2396,FASA1,1.37,0.34,
2397,DTR35B,1.22,0.26,
2398,DTR30B,1.22,0.24,
2399,DTR25B,1.22,0.21,
2400,DTR20B,1.25,0.18,
2401,RECMMB,0.02,0.00,
2402,RECMMA,0.19,0.00,
2403,27SB3,0.76,0.09,
2404,27SB1,1.10,0.09,
2405,CGFT,2.33,0.23,
2406,CGGE,1.70,0.52,
2407,STBB5,1.27,0.12,
2408,SBCB5,1.09,0.06,
2409,SPIB5,1.08,0.08,
2410,SVFB5,1.08,0.17,
2411,BAWA,2.41,0.24,
2412,MFFF,2.08,0.00,
2413,MOFA1,1.85,0.03,
2414,MPCF,1.73,0.07,
2415,NIPAC,0.87,0.12,
2416,NIPCA,1.16,0.12,
2417,BCEEF,0.54,0.19,
2418,NCPFF,1.20,0.08,
2419,NWAFF,1.42,0.22,
2420,SEYB3,0.02,0.02,
2421,SEYB2,0.36,0.02,
2422,SEYB1,0.49,0.02,
2423,SEYA1,0.49,0.02,
2424,KASF,1.56,0.57,
2425,KAIB,1.48,0.16,
2426,KABF,1.55,0.49,
2427,OBEFC,1.14,0.80,
2428,DSPA1,0.64,0.91,
2429,DSFA1,1.04,2.33,
2430,DAAB2,1.29,0.22,
2431,CBBFD,1.98,0.16,
2432,MGFM,2.99,0.23,
2433,SPEB2,1.00,0.16,
2434,SPEB1,1.28,0.16,
2435,SPEA1,1.86,0.16,
2436,CMBA,1.87,0.24,
2437,HHBPA,1.97,0.54,
2438,DSBIA,0.15,0.00,
2439,DAPB2,1.14,0.08,
2440,AMPA2,1.30,0.54,
2441,APFA1,1.59,0.54,
2442,AGFA1,1.91,0.03,
2443,ATRA1,1.35,0.06,
2444,ABFA1,1.31,0.09,
2445,ASEA2,1.16,0.25,
2446,ASEA1,1.16,0.26,
2447,OMSRFA,3.65,0.15,
2448,OMSAB4,2.48,0.15,
2449,OMSAFA,3.09,0.15,
2450,AARFB,0.93,0.43,
2451,AMIA1,1.36,0.02,
2452,AMBA1,1.13,0.04,
2453,AMEA2,1.73,0.33,
2454,AMMEA1,2.01,0.33,
2455,AMPFA2,1.18,0.20,
2456,AMMPA1,1.41,0.20,
2457,TBSFD,0.47,0.04,
2458,BBASFB,1.68,0.52,
2459,BASFS,0.28,0.54,
2460,BEIFC,0.47,0.00,
2461,OMSRB4,3.06,0.15,
2462,PCBFB,,,
2463,OBEFA,1.71,0.82,
2464,UBBFB,1.65,0.45,
2465,BSGFA,1.18,0.00,
2466,MDHFA,2.30,0.28,
2467,OSEB4,0.77,0.97,
2468,OSEB3,0.35,0.97,
2469,OSEB2,0.85,0.97,
2470,OSEB1,1.31,0.97,
2471,ABPGF,0.70,0.37,
2472,ABPBF,0.96,0.28,
2473,MANEF,1.95,1.39,
2474,EIGMC,4.76,0.04,
2475,GOIFB3,0.01,0.01,
2476,GOIFA1,0.60,0.01,
2477,SGEB2,1.80,,
2478,SGBFB3,0.35,,
2479,SGBFB2,0.12,,
2480,PGBB2,1.40,0.08,
2481,PGBA2,1.86,0.08,
2482,PGBFB,1.06,0.08,
2483,PGBFA,2.37,0.08,
2484,PBBFFA,1.47,0.16,
2485,BWDFB,1.47,0.30,
2486,BSMFB1,0.34,0.16,
2487,MANEFB,1.07,1.41,
2488,SGPB3,1.15,0.00,
2489,SGPB2,0.89,0.00,
2490,SGFB3,0.61,,
2491,SGBB3,0.61,,
2492,SGCB3,0.61,,
2493,SEEFB3,0.85,,
2494,SEEB2,0.49,,
2495,SAIFA,,,
2496,PBCFFA,1.46,0.05,
2497,AAGPB,0.35,0.38,
2498,ABBPB,0.37,0.30,
2499,BFGFA,1.70,0.30,
2500,ABEFD,0.61,0.78,
2501,FLWFR,1.53,0.39,
2502,GEIGC,1.68,0.12,
2503,AC6FA1,0.81,0.05,
2504,AC2FA1,0.75,0.06,
2505,OMGEB3,2.75,0.00,
2506,OMGEB1,2.54,0.00,
2507,BMMFC,0.26,0.00,
2508,AC4FA1,0.87,0.04,
2509,NFAB2,1.48,0.31,
2510,AABAFC,0.25,0.22,
2511,ABGEFF,2.30,0.00,
2512,ABGCPF,2.83,0.00,
2513,ABPFA,1.81,0.32,
2514,BPMFC,2.89,0.45,
2515,VBGFB,2.08,0.17,
2516,CBBFE,1.03,0.16,
2517,CMFCZ,0.11,0.44,
2518,FBPA4,2.12,0.26,
2519,27FA4,2.08,0.16,
2520,27FA2,1.37,0.34,
2521,BBMFB,2.35,0.19,
2522,MOCB,1.64,0.07,
2523,MOBB,2.17,0.19,
2524,OPPE,1.34,0.03,
2525,AEEA1,0.80,0.17,
2526,CFLCB,1.72,0.01,
2527,PIWCA,2.74,0.49,
2528,RCICB,1.82,0.65,
2529,RCICA,2.29,0.65,
2530,MILAR,0.00,,
2531,MIPRA,0.37,,
2532,AFMAR,0.70,0.00,
2533,CEFB,0.46,0.52,
2534,NSFAR,,,
2535,MARFA,0.00,,
2536,NICCA,,,
2537,MMIRA,0.00,,
2538,LAMFA,,,
2539,GMIFA,,,
2540,JBMRA,,,
2541,CEFA2,1.59,0.52,
2542,CEFA1,1.96,0.52,
2543,SEIAR,,,
2544,SAIAR,,,
2545,STBAR,,,
2546,SILFR,,,
2547,SMOFR,,,
2548,PTIAR,0.25,,
2549,MBFNR,,,
2550,SILB3,0.03,0.00,
2551,SAMB2,0.59,0.00,
2552,SAMB1,0.41,0.00,
2553,SPBAR,,,
2554,STMFA,,,
2555,STMAR,,,
2556,STMBA,,,
2557,STIPA,,,
2558,STFIA,,,
2559,STIAR,,,
2560,STEYA,,,
2561,AEEB3,0.23,0.17,
2562,AEEB1,0.63,0.17,
2563,TMFFL,0.72,0.53,
2564,TMFFJ,0.83,0.53,
2565,TMFFG,1.12,0.53,
2566,TMFFF,1.23,0.53,
2567,TMBFG,1.13,0.55,
2568,OAMB1,1.22,0.24,
2569,OMVB3,0.53,0.37,
2570,SPFA6,2.12,0.16,
2571,27FSA5,1.11,0.16,
2572,SBPA5,1.73,0.09,
2573,TMIFK,0.64,0.57,
2574,TMIFJ,0.81,0.57,
2575,TMGFK,0.65,0.68,
2576,TMGFJ,0.82,0.69,
2577,TMGFG,1.11,0.69,
2578,TMFIC,0.90,0.11,
2579,TMFIB,0.89,0.11,
2580,TMFIA,1.46,0.11,
2581,TMFFM,0.60,0.53,
2582,TMFFH,1.00,0.53,
2583,IHICL,0.90,,
2584,TMIFM,0.53,0.57,
2585,TMIFL,0.58,0.57,
2586,TMIFH,0.98,0.57,
2587,TMIFG,1.10,0.57,
2588,TMIFC,0.87,0.57,
2589,TMIFA,1.44,0.57,
2590,TMGFM,0.53,0.68,
2591,TMGFL,0.59,0.68,
2592,TMGFH,0.82,0.69,
2593,ISPCZ,,,
2594,IPETL,0.99,,
2595,IPMTL,1.11,,
2596,ISIET,1.00,,
2597,ISICL,0.62,,
2598,ISIUZ,0.53,,
2599,ISIUY,0.48,,
2600,WBMFA,2.46,0.19,
2601,WBCFA,2.88,0.14,
2602,ISSFB,0.54,,
2603,ISSGB,1.30,,
2604,ISRCZ,,,
2605,ISRRT,1.21,,
2606,IRETL,0.99,,
2607,OMIB3,0.43,0.01,
2608,MEPB4,0.26,0.48,
2609,SEPA5,1.76,0.46,
2610,SEPA3,1.76,0.46,
2611,SEPA2,1.76,0.46,
2612,LPGCB,2.35,0.06,
2613,COGMB3,1.40,0.20,
2614,COGMB,3.03,0.20,
2615,COGM,1.69,0.20,
2616,PPFCB,0.41,0.15,
2617,PPMCB,0.53,0.20,
2618,NIDCB,0.49,0.13,
2619,PTSAE,1.50,0.41,
2620,PEICC,2.40,0.06,
2621,PRMFA,0.42,0.00,
2622,GDICC,0.74,0.00,
2623,OSAC3,2.70,0.03,
2624,PPICB,0.32,0.03,
2625,PPQCB,0.50,0.28,
2626,PPECB,0.11,0.00,
2627,PPCCB,0.37,0.05,
2628,NIDCC,0.66,0.13,
2629,PACD,1.38,0.32,
2630,PRMFB3,0.02,0.00,
2631,PRMFB1,0.13,0.00,
2632,ABRB,3.72,0.16,
2633,SBCB10,0.10,0.06,
2634,GDICA,0.94,0.00,
2635,SLSB,1.57,0.33,
2636,SBSB,1.55,0.24,
2637,SPFB3,0.02,,
2638,SIAB5,0.53,0.01,
2639,SMMG,0.01,,
2640,GSLB2,0.25,0.19,
2641,SGEB8,0.88,0.29,
2642,ABRBB,0.09,0.16,
2643,ABRA,2.23,0.16,
2644,SPSB,1.52,0.16,
2645,SLL1,0.02,0.00,
2646,MCMB1,0.70,0.00,
2647,ASIA,0.61,0.00,
2648,EBFA,2.87,0.42,
2649,SMLB,0.94,0.30,
2650,OSBB5,0.12,,
2651,SMB10,0.24,,
2652,CICA,1.02,0.11,
2653,NICA,1.45,0.19,
2654,MQCI,1.35,0.04,
2655,EBFC,2.23,0.42,
2656,NIGCFC,2.93,0.05,
2657,NIGCFB,1.41,0.05,
2658,NIGCFA,1.66,0.05,
2659,MSML,1.67,0.30,
2660,OMDFB,0.16,,
2661,OMCB1,0.54,0.06,
2662,OMCA2,0.84,,
2663,OMCDA,0.85,0.06,
2664,TSIB2,1.42,0.01,
2665,TRSI,1.74,0.01,
2666,TSFB2,2.57,0.12,
2667,TRSF,2.98,0.12,
2668,TSBB2,0.85,0.18,
2669,TRSB,2.39,0.18,
2670,AGDFB,1.42,0.11,
2671,AGDFA,2.29,0.11,
2672,PMPFA,0.73,0.15,
2673,PMIFA,0.48,0.01,
2674,PMBFA,0.56,0.00,
2675,CSMFA,1.85,0.29,
2676,CBFA,1.70,0.24,
2677,TSSB2,0.85,0.09,
2678,TRSS,2.27,0.09,
2679,SCFFA,1.12,0.05,
2680,PCPB2,0.79,0.05,
2681,PEYB2,0.48,0.00,
2682,SVFA1,1.74,0.30,
2683,SCFA2,1.07,0.10,
2684,SMAB6,0.94,0.21,
2685,SIAFB,0.92,0.18,
2686,SMAFB,0.79,,
2687,SMMAA,1.11,0.18,
2688,SMCB6,0.58,0.05,
2689,SCFFB,0.76,0.05,
2690,PMFB2,0.98,0.20,
2691,PPIB2,0.64,0.00,
2692,PICB2,0.73,0.03,
2693,SVFB8,0.88,0.30,
2694,PPSB2,0.88,0.32,
2695,SIMA2,1.11,0.14,
2696,SIMB6,0.76,,
2697,SCFB6,0.79,0.09,
2698,SMAB3,0.80,,
2699,SAFA2,1.11,0.21,
2700,OBMB1,1.66,0.30,
2701,OMMCA,2.00,0.30,
2702,MOBB5,1.06,0.18,
2703,MBSB5,0.82,0.12,
2704,PMSB2,0.82,0.15,
2705,MFEB2,1.26,0.13,
2706,PLEB2,0.76,,
2707,PEFB2,0.97,0.28,
2708,SIMB7,0.83,0.14,
2709,SCFB3,0.74,,
2710,SAFB2,0.75,0.37,
2711,SAFB,2.46,0.37,
2712,SAAB1,2.03,0.01,
2713,SAICB,0.60,0.00,
2714,SAIB6,0.03,0.00,
2715,SAAB5,0.48,0.00,
2716,LYPC1,3.29,0.18,
2717,CCWF,1.55,0.08,
2718,AMVB1,0.39,0.07,
2719,MCOF,2.25,0.50,
2720,SAAIA2,1.35,0.00,
2721,SAAIB3,0.72,0.00,
2722,SAAIB2,0.89,0.00,
2723,SAAIB1,1.00,0.00,
2724,LPCC1,3.25,0.09,
2725,LPCA1,1.60,0.09,
2726,LYPA1,1.68,0.18,
2727,RTFB3,0.34,0.11,
2728,RMMB3,1.47,0.35,
2729,REB2,2.04,0.35,
2730,RMVB4,1.27,0.40,
2731,RVB2,1.84,0.40,
2732,RMVB,2.81,0.40,
2733,RTB2,1.48,0.11,
2734,RMTF,2.17,0.11,
2735,RPFB7,1.16,0.07,
2736,RPB4,0.02,0.07,
2737,RPB3,1.27,0.07,
2738,RPB2,1.73,0.07,
2739,RPB1,2.41,0.07,
2740,RPF6,2.01,0.07,
2741,ASWGB1,2.33,0.27,
2742,ASWDB3,0.89,0.03,
2743,ASWDB2,2.03,0.03,
2744,ASWDB1,2.03,0.03,
2745,RMM4,1.01,0.00,
2746,RMMIC4,0.09,0.00,
2747,RMMC4,0.08,0.06,
2748,RMFM,1.51,0.06,
2749,ASWSB1,1.01,0.01,
2750,ASWGB3,1.08,0.27,
2751,ASWGB2,2.39,0.27,
2752,ASWFB1,1.83,0.03,
2753,RMMB9,0.30,0.00,
2754,RMMB8,0.41,0.00,
2755,RMMB7,0.47,0.00,
2756,RMM6,0.12,0.00,
2757,RMM5,0.01,0.00,
2758,RMM3,0.35,0.00,
2759,STXRES,0.39,0.00,
2760,STXIND,0.40,0.00,
2761,STXFIN,0.39,0.00,
2762,STX40,0.38,0.00,
2763,PMBA1,2.29,0.37,
2764,PMBCA,2.97,0.37,
2765,IWECI,1.19,0.19,
2766,CMSA,0.41,0.17,
2767,CIMA,1.23,0.14,
2768,MVMM,0.36,0.00,
2769,DBXUK,0.85,0.00,
2770,DBXEU,0.85,0.00,
2771,STXSWX,0.42,0.00,
2772,PMBCC,2.69,0.37,
2773,PMBCB,2.86,0.37,
2774,PMBA2,3.03,0.37,
2775,IGOCI,1.11,0.01,
2776,SMTB4,2.81,0.09,
2777,CMMCG,0.47,0.00,
2778,CMMCE,0.24,0.00,
2779,SMMTA,1.93,0.09,
2780,SMMFA,2.03,0.10,
2781,MMFCH,0.58,0.00,
2782,MMFCG,0.46,0.00,
2783,MMFCF,0.35,0.00,
2784,MMFCE,0.24,0.00,
2785,MMFCA,0.18,0.00,
2786,IDICA,0.99,0.02,
2787,PGECB,1.71,0.19,
2788,STMB6,0.87,0.35,
2789,LEPA1,1.17,0.69,
2790,FFTB,1.58,0.21,
2791,FFTA,1.64,0.21,
2792,FFGB,1.51,0.16,
2793,FFGA,1.57,0.16,
2794,CECA,0.41,0.48,
2795,CCSA,0.46,0.12,
2796,SMFB4,2.91,0.10,
2797,MIWR,2.07,0.06,
2798,XSGF,1.49,0.07,
2799,STXDIV,0.39,0.00,
2800,PTXSPY,0.58,0.00,
2801,LEPB4,1.07,0.69,
2802,LEPB3,0.03,0.69,
2803,LEPB2,0.55,0.69,
2804,LEPB1,0.88,0.69,
2805,LEPA2,1.17,0.69,
2806,APEB4,0.76,0.02,
2807,ADUB4,0.70,0.07,
2808,ADUB1,0.03,0.07,
2809,EBEFB,1.23,0.30,
2810,CBCIFA,3.20,1.29,
2811,ABCIFB,1.83,0.31,
2812,ANBMFA,1.82,0.38,
2813,ANBCFA,1.67,0.08,
2814,IWIDEH,1.31,0.97,
2815,ABFB,0.10,,
2816,CBFFA,2.42,0.27,
2817,PHEFC,,,
2818,SYGEA,1.27,0.52,
2819,MCACB2,0.94,2.42,
2820,MSEFH,1.02,0.67,
2821,MSEFG,1.08,0.67,
2822,MSEFF,1.13,0.67,
2823,MSEFE,1.19,0.67,
2824,MSEFD,1.25,0.67,
2825,MSEFC2,1.36,0.67,
2826,MSEFC,1.34,0.65,
2827,MSEFA,1.51,0.65,
2828,MFPA1,1.90,0.09,
2829,VALG,1.96,0.25,
2830,WFFJ,1.00,0.17,
2831,WFFE,1.29,0.17,
2832,WFFG,1.74,0.17,
2833,MCFB3,0.15,0.00,
2834,MCDBB3,,,
2835,MCDBFA,1.07,0.22,
2836,MCBFB3,0.02,0.51,
2837,MCBFA,1.30,0.51,
2838,MCACB3,0.13,2.42,
2839,EQTE,1.27,0.60,
2840,VALJ,1.20,0.25,
2841,VALE,1.50,0.25,
2842,WFFZ,0.04,0.17,
2843,RCBB,1.65,0.04,
2844,RCBA,1.71,0.04,
2845,BCPECD,,,
2846,GSLEB3,0.89,0.18,
2847,GSCGB3,0.92,0.29,
2848,SMEB12,0.60,0.34,
2849,ABOFB,2.00,0.58,
2850,RCBPB,1.73,0.05,
2851,RCBPA,1.79,0.05,
2852,RCCFB,1.64,0.03,
2853,RCCFA,1.70,0.03,
2854,DADAOF,1.95,0.26,
2855,DMDAOF,1.75,0.15,
2856,DCDAOF,1.70,0.09,
2857,GSBFB3,0.92,0.24,
2858,ABGPB,0.73,1.18,
2859,M1CB3,0.21,0.54,
2860,MCFC,1.21,0.01,
2861,OGEFC,4.11,0.29,
2862,SMMB9,1.39,0.18,
2863,SICB9,1.50,0.05,
2864,SMCB9,1.67,0.10,
2865,SMAB9,1.43,0.21,
2866,SGEB6,0.93,0.29,
2867,PBFCC,2.55,0.16,
2868,PEPTF,0.64,0.12,
2869,MFB10,0.06,0.03,
2870,MBFB9,0.67,0.01,
2871,MBFB7,0.72,0.01,
2872,MOICC,0.76,0.24,
2873,MOIFC,1.24,0.08,
2874,SIIB9,1.25,0.09,
2875,SGEB9,1.48,0.29,
2876,SIBB9,1.61,0.16,
2877,SIAB9,1.16,0.01,
2878,SGIB8,0.89,0.18,
2879,SIVB6,0.86,0.30,
2880,SIVB5,0.10,0.30,
2881,CABB2,0.90,,
2882,BFCA3,0.02,0.44,
2883,ADCB3,0.03,0.03,
2884,AEDB1,0.57,0.03,
2885,SPIF,0.01,0.08,
2886,SIFB6,0.66,0.00,
2887,IBFC,1.43,0.33,
2888,IBFA,2.08,0.33,
2889,HIGI,0.41,0.01,
2890,PFFB,1.95,0.16,
2891,ARIC,2.61,0.15,
2892,STGC2,3.38,0.33,
2893,SMBC2,3.34,0.24,
2894,SMMC2,3.34,0.16,
2895,BFCA2,2.09,0.44,
2896,BFCA1,2.32,0.44,
2897,ADICA,0.13,0.03,
2898,NWFA2,2.02,0.35,
2899,NWAA2,1.94,0.22,
2900,NCPA2,1.72,0.08,
2901,MIPEI,0.91,0.01,
2902,SFIB5,1.25,0.00,
2903,PMFC,0.42,0.14,
2904,PKID,1.60,0.22,
2905,AEIB,0.72,0.12,
2906,PRECD,1.71,0.19,
2907,PDMCD,1.53,0.29,
2908,DWV2,3.93,0.22,
2909,LPCA2,1.59,0.09,
2910,LPBC2,3.04,0.18,
2911,LYPA2,1.67,0.18,
2912,OMAC,2.87,0.24,
2913,OMAA,1.45,0.24,
2914,LPOC2,3.22,0.33,
2915,LPOC1,3.42,0.33,
2916,LPOA2,1.84,0.33,
2917,GIVISA,0.16,0.00,
2918,LFCA1,2.62,0.73,
2919,CGFTB,0.39,0.23,
2920,CGFA2,1.10,0.23,
2921,CGFA1,1.53,0.23,
2922,MIPR,2.58,0.07,
2923,AMMAR,0.70,0.06,
2924,LPCC2,2.95,0.09,
2925,LPOA1,1.85,0.33,
2926,MICF,1.66,3.76,
2927,ISIE,0.02,,
2928,DBXJP,0.85,0.00,
2929,OMUMFA,0.87,0.03,
2930,MCSB,2.69,0.25,
2931,MSFB,2.84,0.31,
2932,TSFA,2.79,0.19,
2933,AIFFG,1.92,0.30,
2934,AMMCA,0.97,0.31,
2935,ABBCA,0.93,0.00,
2936,ASHINF,0.47,0.01,
2937,GIVRES,0.18,0.00,
2938,DBXUS,0.85,0.00,
2939,DBXWD,0.68,0.00,
2940,GIVFIN,0.16,0.00,
2941,GIVIND,0.18,0.00,
2942,ABFCA,1.51,,
2943,AEICB,2.19,0.05,
2944,ABBB,2.16,0.48,
2945,ABFCB,2.67,0.23,
2946,ABACC,0.42,0.02,
2947,27FB3,1.01,0.46,
2948,27FA1,1.77,0.46,
2949,ASHT40,0.18,0.04,
2950,CSPEF,1.51,0.10,
2951,OMTI,0.88,0.01,
2952,ISGF,1.97,0.00,
2953,AHWM,1.65,0.40,
2954,PGVF,2.01,0.11,
2955,PEFB,1.87,0.19,
2956,MSCB,2.23,0.14,
2957,OMIG,2.72,0.00,
2958,NGEF,1.30,0.06,
2959,RMSF,1.16,0.23,
2960,OMUB,0.61,0.12,
2961,INVW,1.28,0.19,
2962,OCEF,2.20,0.04,
2963,MNIP,2.55,0.07,
2964,NISCA,1.29,0.03,
2965,INCB,0.70,0.01,
2966,OMFFA,1.93,0.20,
2967,OCIPEF,1.75,0.00,
2968,RBPF,1.44,0.07,
2969,SYGR,1.17,0.71,
2970,SNFF,2.60,0.17,
2971,SASF,1.99,0.09,
2972,APECB,2.71,0.49,
2973,AM6B,2.94,0.17,
2974,AM5B,2.89,0.10,
2975,RMHT,1.60,0.50,
2976,AHVR,1.16,0.19,
2977,MMOB,2.14,0.19,
2978,OMGB,1.85,0.04,
2979,CUIF,1.13,0.00,
2980,SYMR,1.21,0.36,
2981,INAO,2.11,0.03,
2982,APSCB,2.16,0.01,
2983,ASECB,2.69,0.06,
2984,ARPCB,2.72,0.72,
2985,AM4B,2.85,0.08,
2986,AM3B,2.80,0.06,
2987,AIFCB,3.92,0.25,
2988,AIBCC,0.43,0.01,
2989,AIECB,2.15,0.00,
2990,ABACB,1.49,,
2991,AAFCB,2.69,0.02,
2992,AGMF,0.29,0.00,
2993,AGES,3.63,0.06,
2994,AGSF,1.65,0.07,
2995,AGOF,2.21,0.17,
2996,INNF,0.57,0.02,
2997,INAF,1.34,0.03,
2998,MACF,2.30,0.11,
2999,INAW,2.13,0.19,
3000,AGOB,3.49,0.17,
3001,CNIG,2.45,0.08,
3002,FGBF,1.63,0.07,
3003,MFA5,2.67,0.16,
3004,AMC4,2.53,0.08,
3005,AGGF,1.83,0.15,
3006,FIFF,1.91,0.00,
3007,ABST,2.38,0.25,
3008,MBMF,2.78,0.19,
3009,FEFA,1.88,0.51,
3010,ASMBB1,1.14,0.04,
3011,MBIK,1.82,0.14,
3012,PTST,0.34,0.19,
3013,AGOE,2.13,0.15,
3014,ABMM,0.57,0.00,
3015,MHGE,1.27,0.13,
3016,ABAF,1.72,0.02,
3017,ABPS,0.91,0.01,
3018,ABSB,1.20,0.23,
3019,FNBG,1.49,0.13,
3020,AGBF,1.59,0.08,
3021,M4IA,0.68,0.03,
3022,ASMIB1,1.00,0.02,
3023,INMB,0.46,0.02,
3024,ABBF,1.77,0.23,
3025,FEQF,1.27,0.20,
3026,ASMPB1,1.01,0.18,
3027,FFFA,2.06,0.38,
3028,ABPE,1.74,0.49,
3029,ABRF,1.18,0.72,
3030,AGBS,2.82,0.08,
3031,ABSC,0.88,0.00,
3032,ASMFB1,1.15,0.50,
3033,ASEF,1.72,0.06,
3034,AGEF,2.36,0.06,
3035,FFFCR,1.51,0.00,
3036,ASMEB1,1.60,0.30,
3037,ABUD,0.90,0.03,
3038,FRIA,1.70,0.27,
3039,MBIC,1.86,0.12,
3040,AGBD,0.62,0.00,
3041,MGRE,1.38,0.11,
3042,SMGF,2.08,0.14,
3043,MOEF,2.06,0.15,
3044,MPAI,1.33,0.03,
3045,MGGF,1.93,0.15,
3046,MBHD,1.49,0.14,
3047,MGIF,1.04,0.00,
3048,RMBM,1.20,0.01,
3049,RMBB,0.92,0.01,
3050,STMI,1.16,0.00,
3051,SMXF,1.25,0.09,
3052,SCBF,1.14,0.00,
3053,LBFF,1.72,0.21,
3054,STCA,2.41,0.00,
3055,MSGP,2.40,0.11,
3056,STDI,0.85,0.00,
3057,SDFF,2.38,0.15,
3058,LIIA,1.71,0.13,
3059,STM1,1.16,0.07,
3060,GDBI,0.83,0.00,
3061,MSMI,1.91,0.06,
3062,MSCR,2.29,0.18,
3063,STFB,0.86,0.00,
3064,STP1,1.17,0.06,
3065,LBFT,0.49,0.08,
3066,STHE,2.19,0.04,
3067,SIPF,1.83,0.00,
